Date,Open*,High,Low,Close**,Volume,Market Cap
10/14/2020,555.07,580.45,544.29,556.94,33660258,559643209
10/13/2020,560.55,568.81,540.64,553.05,28134989,555809925
10/12/2020,573.23,579.31,559,561.9,28072726,564775720
10/11/2020,570.55,585.49,564.63,576.67,28144788,579733815
10/10/2020,551.37,597.56,546.33,570.78,40055731,573883071
10/9/2020,522.7,555.9,515.76,552.08,37065574,555157637
10/8/2020,516.93,528.46,496.7,523.33,32794875,526251719
10/7/2020,514.37,523.42,495.5,516.04,44886804,518922291
10/6/2020,555.99,559.18,508.1,511.77,44243788,514623062
10/5/2020,569.04,576.97,539.36,558.21,31838611,561320808
10/4/2020,557.62,574.28,552.74,570.92,28139239,574102022
10/3/2020,554.25,584.72,550.07,557.53,37318092,560644068
10/2/2020,575.42,577.5,532.46,553.8,54853215,556893264
10/1/2020,572.83,601.42,555.62,574.57,45948930,577770814
9/30/2020,526.69,576.57,507.9,569.27,48844226,572442318
9/29/2020,514.46,539.5,507.63,526.71,43789520,529645316
9/28/2020,488.19,549.14,487.89,516.38,38939080,519259013
9/27/2020,504.98,507.84,471.09,487.73,31808733,490454772
9/26/2020,487.75,508.97,485.59,507,28615836,509831032
9/25/2020,473.42,498.4,462.39,487.78,30005922,490496688
9/24/2020,427.7,474.79,422.42,471.29,30922381,473913645
9/23/2020,454.64,460.11,424.25,427.03,28027685,429413600
9/22/2020,454.32,467.11,440.34,461.1,32675088,463673336
9/21/2020,475.23,489.46,439.5,455.23,68466570,457770405
9/20/2020,514.04,516.66,469.43,475.5,48894363,478147303
9/19/2020,499.09,532.28,493.47,515.06,50037925,517927823
9/18/2020,503.84,505.84,482.01,499.94,53845809,502724322
9/17/2020,475.54,526.99,470.22,503.84,80186438,506645063
9/16/2020,456.68,479.26,443.86,476.22,59732228,478873994
9/15/2020,484.92,499.7,454.54,456.04,56754208,458588041
9/14/2020,499.02,521.01,477.68,485.01,61771926,487718158
9/13/2020,514.99,516.38,484.58,499.24,65197223,502028128
9/12/2020,523.73,532.34,503.95,514.99,55163898,517860715
9/11/2020,532.48,542,506.11,523.73,41211391,526653016
9/10/2020,524.88,559.63,523.15,532.48,50408025,535453015
9/9/2020,509.12,536.75,501.28,523.83,41005439,526747365
9/8/2020,528.88,531.57,502,508.86,45534207,511701497
9/7/2020,546.95,552.58,504.47,528.41,59807407,531358510
9/6/2020,512.09,548.4,485.01,547.19,61646456,550238178
9/5/2020,589.89,599.71,502.48,512.09,39377802,514944811
9/4/2020,574.24,605.01,564.1,588.69,41524144,591969555
9/3/2020,659.08,662.33,573.82,575.15,46066980,578361746
9/2/2020,721.71,721.71,636.65,659.49,55167262,663166613
9/1/2020,680.2,743.69,672.02,718.89,69490410,722900437
8/31/2020,674.73,685.04,656.89,680.4,44892554,684194897
8/30/2020,632.36,685.57,631,677.75,57151864,681533198
8/29/2020,638.51,647.67,630.61,631.53,35174746,635049873
8/28/2020,615.2,639.04,611.17,633.86,38391526,637397609
